
1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,1
37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,1
1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,1
0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,1
0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,1
3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,1
9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,1
0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,1
0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,1
871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,1
